time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2013-11-24T10:19:20.400Z,33.0963,-116.6142,16.7,1,Ml,30,75.6,0.01796631,0.13,ci,ci11394610,2013-11-25T20:15:51.246Z,"2km NNW of Julian, California",earthquake
2013-11-24T10:17:42.660Z,32.3787,141.6698,30.83,4.5,mb,,94,1.727,0.66,us,usb000l5pq,2013-11-24T18:20:21.670Z,"191km ESE of Hachijo-jima, Japan",earthquake
2013-11-24T10:09:46.000Z,57.5179,-143.2332,8.5,2.8,ml,33,165.599986752001,,0.76,ak,ak10876264,2013-11-25T23:45:30.405Z,"279km SE of Middleton Island, Alaska",earthquake
2013-11-24T09:55:07.000Z,63.1215,-151.466,9.1,1,ml,,,,0.72,ak,ak10871620,2013-11-25T23:44:15.550Z,"112km NW of Talkeetna, Alaska",earthquake
2013-11-24T09:37:53.000Z,59.9605,-152.9615,101.1,1.7,ml,,,,0.39,ak,ak10871618,2013-11-25T23:44:21.317Z,"59km SSW of Redoubt Volcano, Alaska",earthquake
2013-11-24T09:31:35.000Z,51.1724,-179.0586,24.4,2,ml,10,313.199974944002,,0.44,ak,ak10876261,2013-11-25T23:45:28.889Z,"10km SSE of Amatignak Island, Alaska",earthquake
2013-11-24T09:07:18.000Z,61.9456,-147.538,23.3,1.2,ml,16,147.599988192001,,0.63,ak,ak10876260,2013-11-25T23:45:27.805Z,"71km ENE of Sutton-Alpine, Alaska",earthquake
2013-11-24T09:06:56.000Z,51.7972,179.5978,83.1,2.4,ml,12,352.799971776002,,0.56,ak,ak10876259,2013-11-25T23:45:25.790Z,"17km S of Semisopochnoi Island, Alaska",earthquake
2013-11-24T08:54:56.000Z,62.7034,-151.7568,9.1,1.3,ml,,,,0.62,ak,ak10871291,2013-11-25T23:44:19.278Z,"94km WNW of Talkeetna, Alaska",earthquake
2013-11-24T08:47:50.460Z,-24.4656,179.259,531.26,5.1,mb,,39,5.381,1.36,us,usb000l5n7,2013-11-24T16:50:27.908Z,"South of the Fiji Islands",earthquake
2013-11-24T08:44:49.000Z,62.9667,-151.1597,126.9,1.5,ml,,,,0.29,ak,ak10871289,2013-11-25T23:44:23.397Z,"89km NW of Talkeetna, Alaska",earthquake
2013-11-24T08:34:42.000Z,51.7165,-179.1527,1.5,1.9,ml,10,345.599972352002,,0.26,ak,ak10876256,2013-11-25T23:45:23.729Z,"50km N of Amatignak Island, Alaska",earthquake
2013-11-24T08:08:57.100Z,33.6602,-116.7757,13.5,1.7,Ml,48,36,0.06288207,0.12,ci,ci11394594,2013-11-25T20:06:50.864Z,"10km SSW of Idyllwild-Pine Cove, California",earthquake
2013-11-24T08:05:45.000Z,53.1165,-166.6781,21.2,2.3,ml,,,,0.52,ak,ak10871287,2013-11-25T23:45:06.490Z,"84km S of Unalaska, Alaska",earthquake
2013-11-24T08:01:30.000Z,63.0528,-151.4655,12.2,1,ml,,,,0.78,ak,ak10871286,2013-11-25T23:45:02.967Z,"106km NW of Talkeetna, Alaska",earthquake
2013-11-24T07:51:20.000Z,38.9357,-123.0333,2.4,1.4,Md,,97.2,0.06288207,0.03,nc,nc72108980,2013-11-25T23:25:57.840Z,"14km N of Cloverdale, California",earthquake
2013-11-24T07:49:43.000Z,61.4891,-150.0574,45.2,1.2,ml,,,,0.55,ak,ak10871283,2013-11-25T23:44:22.212Z,"6km WSW of Big Lake, Alaska",earthquake
2013-11-24T07:49:09.000Z,51.397,-176.7206,27.5,3.9,ml,,,,0.53,ak,ak10871282,2013-11-25T23:45:52.230Z,"53km S of Adak, Alaska",earthquake
2013-11-24T07:48:47.900Z,44.818,-111.0225,10.6,1.6,Ml,,104.4,0.06288207,0.14,uu,uu60046397,2013-11-25T23:43:18.455Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-24T07:43:37.600Z,44.8145,-111.0198,8.2,1.4,Ml,,140.4,0.05389892,0.11,uu,uu60046392,2013-11-25T23:21:43.293Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-24T07:38:22.000Z,63.0661,-151.4527,6.7,1.1,ml,,,,0.82,ak,ak10871276,2013-11-25T23:44:25.404Z,"107km NW of Talkeetna, Alaska",earthquake
2013-11-24T07:34:33.100Z,19.3585,-155.4887,8.1,2,Ml,,36,0.03593261,0.16,hv,hv60596631,2013-11-24T07:40:19.181Z,"16km N of Pahala, Hawaii",earthquake
2013-11-24T07:31:43.000Z,62.1116,-148.1603,29.3,1,ml,,,,0.61,ak,ak10871270,2013-11-25T23:44:24.239Z,"50km NE of Sutton-Alpine, Alaska",earthquake
2013-11-24T07:29:40.600Z,47.353,-122.728,19.5,1.8,Ml,,64.8,0.1527136,0.18,uw,uw60637086,2013-11-24T19:24:13.682Z,"1km NE of Key Center, Washington",earthquake
2013-11-24T07:25:39.300Z,44.8143,-111.0227,7.9,1,Ml,,140.4,0.05389892,0.12,uu,uu60046382,2013-11-25T23:12:53.202Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-24T07:18:35.900Z,44.8203,-111.0217,11.5,3.1,Ml,,72,0.06288207,0.18,uu,uu60046367,2013-11-24T15:21:13.449Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-24T07:15:50.000Z,33.4832,-116.4438,14.9,1.2,Ml,42,111.6,0.04491576,0.16,ci,ci11394570,2013-11-25T18:30:24.647Z,"22km ESE of Anza, California",earthquake
2013-11-24T07:14:18.000Z,61.0453,-152.3981,4,1,ml,,,,0.57,ak,ak10870952,2013-11-25T23:45:01.903Z,"65km NNE of Redoubt Volcano, Alaska",earthquake
2013-11-24T07:00:52.200Z,33.932,-116.7232,13.9,1.6,Ml,60,36,0.11678099,0.13,ci,ci11394562,2013-11-25T18:18:24.497Z,"6km ENE of Cabazon, California",earthquake
2013-11-24T06:57:01.000Z,62.8915,-149.2569,71.1,1.4,ml,,,,0.34,ak,ak10870947,2013-11-25T23:38:16.998Z,"57km SSW of Cantwell, Alaska",earthquake
2013-11-24T06:56:56.270Z,34.1743,45.5158,9.87,4.2,mb,,149,10.01,0.86,us,usb000l5ln,2013-11-24T14:59:35.965Z,"45km SW of Sarpol-e Zahab, Iran",earthquake
2013-11-24T06:45:07.000Z,59.8894,-152.9833,94.2,1.7,ml,,,,0.51,ak,ak10876247,2013-11-25T23:38:42.136Z,"65km WNW of Anchor Point, Alaska",earthquake
2013-11-24T06:24:36.000Z,36.4032,-120.3903,0.2,2.3,Md,,108,0.14373045,1.18,nc,nc72108960,2013-11-25T23:34:23.600Z,"28km SW of San Joaquin, California",earthquake
2013-11-24T06:21:55.600Z,33.9008,-117.7915,9.1,1.4,Ml,44,111.6,0.07186522,0.15,ci,ci11394538,2013-11-25T17:29:13.922Z,"2km NE of Yorba Linda, California",earthquake
2013-11-24T06:13:15.290Z,-19.5054,-175.8072,189.5,4.4,mb,,110,5.57,0.76,us,usb000l5lj,2013-11-24T14:15:54.383Z,"156km WNW of Pangai, Tonga",earthquake
2013-11-24T06:12:08.400Z,38.8235,-122.8257,2.6,1.1,Md,,39.6,0.00898315,0.03,nc,nc72108945,2013-11-25T23:26:27.160Z,"7km NW of The Geysers, California",earthquake
2013-11-24T05:51:34.000Z,51.5348,-177.1015,45.8,3.6,ml,,,,0.27,ak,ak10870944,2013-11-25T23:38:11.787Z,"49km SW of Adak, Alaska",earthquake
2013-11-24T05:47:27.000Z,63.2653,-151.128,12.9,1,ml,,,,0.58,ak,ak10870943,2013-11-25T23:38:11.226Z,"109km W of Cantwell, Alaska",earthquake
2013-11-24T05:14:30.000Z,61.093,-151.9398,87.6,1.4,ml,,,,0.22,ak,ak10876244,2013-11-25T23:38:45.657Z,"57km NW of Nikiski, Alaska",earthquake
2013-11-24T04:57:58.700Z,35.3777,-118.7795,1.7,1.5,Ml,33,43.2,0.11678099,0.18,ci,ci11394530,2013-11-25T17:01:13.252Z,"17km NE of Lamont, California",earthquake
2013-11-24T04:55:33.600Z,38.8228,-122.8062,3.1,1.2,Md,,72,0,0.01,nc,nc72108920,2013-11-25T23:26:31.980Z,"6km NW of The Geysers, California",earthquake
2013-11-24T04:55:32.000Z,62.7552,-150.5921,83.7,1.3,ml,,,,0.62,ak,ak10876243,2013-11-25T23:38:44.904Z,"54km NNW of Talkeetna, Alaska",earthquake
2013-11-24T04:51:28.000Z,67.0142,-155.4605,19.2,2.1,ml,,,,0.57,ak,ak10876242,2013-11-25T23:38:47.850Z,"63km ENE of Kobuk, Alaska",earthquake
2013-11-24T04:50:33.000Z,33.7903,-117.635,4,1.8,Ml,64,36,0.01796631,0.17,ci,ci11394522,2013-11-25T16:34:11.181Z,"11km SW of Corona, California",earthquake
2013-11-24T04:45:37.000Z,64.3788,-139.6191,7,2.3,ml,,,,0.65,ak,ak10870937,2013-11-25T23:38:16.597Z,"36km NNW of Dawson, Canada",earthquake
2013-11-24T04:39:26.000Z,53.4048,-166.0376,44.9,2.3,ml,,,,0.25,ak,ak10870935,2013-11-25T23:38:14.951Z,"61km SSE of Unalaska, Alaska",earthquake
2013-11-24T04:22:59.000Z,62.1924,-150.5842,2.7,1.3,ml,,,,0.62,ak,ak10876238,2013-11-25T23:38:47.036Z,"28km WSW of Talkeetna, Alaska",earthquake
2013-11-24T04:02:16.600Z,38.8027,-122.771,2,1,Md,,61.2,0.00898315,0.02,nc,nc72108900,2013-11-25T23:26:37.510Z,"3km NNW of The Geysers, California",earthquake
2013-11-24T04:01:59.300Z,17.941,-65.2547,12,2,Md,5,255.6,0.32249519,0.07,pr,pr13328002,2013-11-24T11:03:47.207Z,"28km SE of Esperanza, Puerto Rico",earthquake
2013-11-24T03:37:09.000Z,59.5893,-153.4153,115.9,2.1,ml,,,,0.53,ak,ak10876237,2013-11-25T23:38:50.432Z,"86km ESE of Old Iliamna, Alaska",earthquake
2013-11-24T03:32:22.000Z,51.0864,-174.8827,25.5,1.8,ml,,,,0.33,ak,ak10876236,2013-11-25T23:38:49.325Z,"132km SSW of Atka, Alaska",earthquake
2013-11-24T03:28:48.140Z,33.8795,25.5861,21.81,4.9,mb,,81,2.109,0.76,us,usb000l5ig,2013-11-24T11:31:28.494Z,"126km S of Ierapetra, Greece",earthquake
2013-11-24T03:28:12.000Z,54.0823,-171.3006,26.8,2.8,Ml,,,,0.65,ak,ak10876235,2013-11-25T23:38:38.657Z,"166km NNW of Yunaska Island, Alaska",earthquake
2013-11-24T03:26:19.600Z,45.8233,-122.2457,13.7,1,Md,,151.2,0.16169675,0.17,uw,uw60636996,2013-11-24T19:29:54.306Z,"13km ESE of Yacolt, Washington",earthquake
2013-11-24T03:20:32.300Z,36.2483,45.5655,10.03,4.1,mb,,94,3.947,1.23,us,usb000l5ic,2013-11-24T11:23:13.954Z,"40km NW of Baneh, Iran",earthquake
2013-11-24T03:09:44.100Z,37.0491,-92.7215,4.5,2.4,md,11,201.599983872001,0.3772924,0.43,nm,nm112413a,2013-11-24T14:11:24.076Z,"11km SSE of Seymour, Missouri",earthquake
2013-11-24T03:08:03.700Z,38.8302,-122.8115,9.9,1.2,Md,,108,0.00898315,0.08,nc,nc72108895,2013-11-25T23:26:36.992Z,"7km W of Cobb, California",earthquake
2013-11-24T02:45:03.000Z,51.2345,-174.942,0.2,2,ml,,,,0.51,ak,ak10870301,2013-11-25T23:38:13.776Z,"118km SSW of Atka, Alaska",earthquake
2013-11-24T02:34:44.400Z,36.416,-120.9833,5.9,1.1,Md,,158.4,0.11678099,0.04,nc,nc72108880,2013-11-25T23:27:02.049Z,"25km ENE of Greenfield, California",earthquake
2013-11-24T02:27:32.000Z,53.68,-165.2534,31.9,2,Ml,,,,0.27,ak,ak10870300,2013-11-25T23:38:07.180Z,"61km SE of Akutan, Alaska",earthquake
2013-11-24T02:26:47.400Z,37.4148,-121.762,7.3,1.1,Md,,147.6,0.04491576,0.01,nc,nc72108875,2013-11-25T23:27:07.065Z,"6km NE of East Foothills, California",earthquake
2013-11-24T02:18:05.300Z,34.4502,-116.4918,1.6,1.5,Ml,44,50.4,0.13474729,0.14,ci,ci11394514,2013-11-25T16:03:07.253Z,"37km N of Yucca Valley, California",earthquake
2013-11-24T02:04:41.400Z,36.1758,-117.6138,6.6,1,Ml,9,208.8,0.04491576,0.11,ci,ci11394498,2013-11-25T15:39:31.548Z,"49km NNW of Searles Valley, California",earthquake
2013-11-24T01:55:03.419Z,39.582,-119.0686,8,1.28,ml,10,158.2,0.276,,nn,nn00429802,2013-11-24T01:56:49.000Z,"16km E of Fernley, Nevada",earthquake
2013-11-24T01:52:27.000Z,60.3696,-153.0894,140.9,1.8,Ml,,,,0.55,ak,ak10876232,2013-11-25T23:38:07.214Z,"23km SW of Redoubt Volcano, Alaska",earthquake
2013-11-24T01:49:48.970Z,67.7195,142.8362,15.81,4.3,mb,,133,6.244,0.47,us,usb000l5i3,2013-11-24T02:49:13.000Z,"117km WSW of Druzhina, Russia",earthquake
2013-11-24T01:39:40.800Z,37.4782,-121.8138,7.3,1,Md,,201.6,0.06288207,0,nc,nc72108835,2013-11-25T23:27:37.123Z,"9km NE of Milpitas, California",earthquake
2013-11-24T01:28:57.400Z,38.8385,-122.8042,2.4,1,Md,,50.4,0.00898315,0.03,nc,nc72108825,2013-11-25T23:27:37.121Z,"7km WNW of Cobb, California",earthquake
2013-11-24T01:22:54.000Z,63.5309,-155.581,11.4,1.6,Ml,,,,0.48,ak,ak10876231,2013-11-25T23:38:07.202Z,"64km N of McGrath, Alaska",earthquake
2013-11-24T01:06:25.900Z,17.9043,-67.0775,5,2,Md,4,309.6,0.07186522,0.12,pr,pr13328001,2013-11-24T03:39:00.735Z,"8km SSW of La Parguera, Puerto Rico",earthquake
2013-11-24T00:44:13.801Z,38.4359,-118.343,1.0646,1.6,ml,5,80.67,0.005,0.102,nn,nn00429798,2013-11-24T20:28:20.000Z,"26km ESE of Hawthorne, Nevada",earthquake
2013-11-24T00:43:27.300Z,17.9955,-65.3669,12,2.5,Md,6,226.8,0.20301925,0.27,pr,pr13328000,2013-11-25T05:42:54.000Z,"15km SE of Esperanza, Puerto Rico",earthquake
2013-11-24T00:37:56.000Z,60.8391,-150.4511,14.8,1.9,ml,,,,0.44,ak,ak10870182,2013-11-25T23:38:15.945Z,"37km NNE of Sterling, Alaska",earthquake
2013-11-24T00:37:11.896Z,37.2436,-117.6837,12.2392,2.15,ml,9,148.21,0.489,0.0676,nn,nn00429797,2013-11-24T20:23:39.000Z,"54km E of Big Pine, California",earthquake
2013-11-24T00:36:55.000Z,62.9079,-143.594,10.8,1.3,ml,,,,0.44,ak,ak10870181,2013-11-25T23:38:13.236Z,"56km SSW of Tok, Alaska",earthquake
2013-11-24T00:29:25.000Z,61.634,-149.8814,28.6,1.4,ml,,,,0.53,ak,ak10870177,2013-11-25T23:38:20.170Z,"3km W of Houston, Alaska",earthquake
2013-11-24T00:24:25.000Z,62.4983,-150.7525,25,1.2,ml,,,,0.62,ak,ak10869868,2013-11-25T23:38:18.356Z,"38km WNW of Talkeetna, Alaska",earthquake
2013-11-24T00:24:16.300Z,37.4785,-121.8098,7,1.8,Md,,68.4,0.06288207,0.05,nc,nc72108790,2013-11-25T23:27:47.153Z,"10km ENE of Milpitas, California",earthquake
2013-11-23T23:54:33.600Z,37.4742,-118.7883,6.8,1.7,Md,,122.4,0.11678099,0.04,nc,nc72108770,2013-11-25T23:28:17.214Z,"25km SE of Mammoth Lakes, California",earthquake
2013-11-23T23:36:35.800Z,34.5225,-116.535,2,2.2,Ml,49,43.2,0.14373045,0.15,ci,ci11394466,2013-11-23T23:47:31.060Z,"40km NE of Big Bear City, California",earthquake
2013-11-23T23:34:43.400Z,45.8288,-122.247,13.7,1.8,Ml,,75.6,0.16169675,0.11,uw,uw60636906,2013-11-24T19:36:05.041Z,"13km ESE of Yacolt, Washington",earthquake
2013-11-23T23:30:42.550Z,36.5757,86.8448,7.18,5.4,mwb,,26,7.259,0.73,us,usb000l5eq,2013-11-25T06:14:39.000Z,"208km SE of Qiemo, China",earthquake
2013-11-23T23:26:20.910Z,34.2618,45.6979,10.04,5.2,mb,,51,5.924,1.26,us,usb000l5em,2013-11-24T18:48:38.506Z,"26km SW of Sarpol-e Zahab, Iran",earthquake
2013-11-23T23:15:13.560Z,35.7715,-97.6014,5.81,2.7,mb_lg,,93,0.114,0.59,us,usb000l5ee,2013-11-25T03:10:57.090Z,"17km NW of Edmond, Oklahoma",earthquake
2013-11-23T23:03:06.700Z,44.8233,-111.0243,11.7,2.9,Ml,,72,0.06288207,0.24,uu,uu60046107,2013-11-23T23:23:51.000Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-23T23:00:04.800Z,37.5292,-118.8253,7.6,1.3,Md,,176.4,0.06288207,0.02,nc,nc72108750,2013-11-25T23:28:12.202Z,"18km SE of Mammoth Lakes, California",earthquake
2013-11-23T22:58:34.500Z,37.569,-122.4392,9.9,1.1,Md,,93.6,0.01796631,0.03,nc,nc72108745,2013-11-25T23:28:27.236Z,"5km SW of Millbrae, California",earthquake
2013-11-23T22:46:20.000Z,58.9811,-152.8514,98.7,1.8,ml,,,,0.07,ak,ak10869542,2013-11-23T22:51:07.088Z,"104km SW of Homer, Alaska",earthquake
2013-11-23T22:34:04.800Z,38.8803,-122.7962,3.8,2.7,Md,,54,0.00898315,0.06,nc,nc72108735,2013-11-25T23:28:53.651Z,"9km NW of Cobb, California",earthquake
2013-11-23T22:28:11.500Z,44.8115,-111.0092,9.4,1.3,Ml,,136.8,0.05389892,0.11,uu,uu60046057,2013-11-25T19:27:40.408Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-23T22:26:05.900Z,44.8162,-111.0163,8.9,1.9,Ml,,129.6,0.05389892,0.1,uu,uu60002270,2013-11-25T19:23:00.361Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-23T22:25:44.400Z,44.8273,-111.0147,10.6,2.1,Ml,,122.4,0.07186522,0.13,uu,uu60046047,2013-11-25T19:15:45.280Z,"19km NNE of West Yellowstone, Montana",earthquake
2013-11-23T22:11:39.800Z,39.2375,-123.1567,5.1,1.6,Md,,212.4,0.22457882,0.03,nc,nc72108720,2013-11-25T23:28:47.261Z,"5km SE of Redwood Valley, California",earthquake
2013-11-23T21:58:38.160Z,-60.166,-44.9508,16.73,4.9,mb,,32,7.47,0.79,us,usb000l5d2,2013-11-26T02:20:01.000Z,"Scotia Sea",earthquake
2013-11-23T21:46:38.200Z,33.9745,-116.6508,17.6,1,Ml,31,64.8,0.06288207,0.13,ci,ci11394442,2013-11-25T22:58:43.047Z,"10km SW of Morongo Valley, California",earthquake
2013-11-23T21:37:37.500Z,44.8163,-111.0148,8.1,1.3,Ml,,140.4,0.05389892,0.16,uu,uu60045992,2013-11-25T18:57:10.108Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-23T21:33:00.200Z,44.8127,-111.0153,8.7,1.4,Ml,,126,0.05389892,0.16,uu,uu60045977,2013-11-25T18:48:20.000Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-23T21:31:48.000Z,44.8125,-111.0127,8.9,1.6,Ml,,126,0.05389892,0.15,uu,uu60045972,2013-11-25T18:42:04.926Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-23T21:22:41.200Z,44.815,-111.0138,7.9,1.3,Ml,,140.4,0.05389892,0.16,uu,uu60045957,2013-11-25T18:29:39.740Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-23T21:19:22.400Z,44.8163,-111.014,8.9,1.3,Ml,,140.4,0.05389892,0.11,uu,uu60045952,2013-11-25T18:25:24.680Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-23T21:18:54.300Z,44.8122,-111.0218,8.5,1.2,Ml,,136.8,0.05389892,0.13,uu,uu60045947,2013-11-25T18:18:09.601Z,"17km NNE of West Yellowstone, Montana",earthquake
2013-11-23T21:13:27.000Z,44.828,-111.0098,8.6,1.2,Ml,,187.2,0.07186522,0.11,uu,uu60045937,2013-11-25T19:38:00.510Z,"19km NNE of West Yellowstone, Montana",earthquake
2013-11-23T21:07:11.000Z,44.8165,-111.013,8.7,1.4,Ml,,140.4,0.05389892,0.11,uu,uu60045927,2013-11-25T19:29:45.439Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-23T21:02:43.800Z,44.8167,-111.0153,9.1,1.3,Ml,,176.4,0.05389892,0.06,uu,uu60002255,2013-11-25T18:47:14.975Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-23T21:02:06.100Z,44.8193,-111.01,8.1,1.1,Ml,,144,0.06288207,0.1,uu,uu60045907,2013-11-25T18:19:14.626Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-23T20:54:43.700Z,44.8265,-111.01,9.7,1.8,Ml,,104.4,0.06288207,0.13,uu,uu60045897,2013-11-25T18:08:49.497Z,"19km NNE of West Yellowstone, Montana",earthquake
2013-11-23T20:47:35.900Z,44.8143,-111.0202,10.6,3.4,Ml,,126,0.05389892,0.16,uu,uu60045887,2013-11-25T17:58:59.694Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-23T20:38:12.500Z,44.8177,-111.0203,11.6,2.7,Ml,,129.6,0.06288207,0.18,uu,uu60045872,2013-11-25T17:41:24.234Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-23T20:34:07.700Z,44.8197,-111.0128,8.8,1.2,Ml,,180,0.06288207,0.1,uu,uu60045867,2013-11-25T17:31:29.121Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-23T20:30:56.600Z,44.8135,-111.0197,9.3,1.6,Ml,,126,0.05389892,0.11,uu,uu60045862,2013-11-25T17:26:54.074Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-23T20:29:56.100Z,33.1662,-115.6033,0.8,1.9,Ml,14,104.4,0.00898315,0.26,ci,ci11394418,2013-11-23T20:32:32.501Z,"9km WNW of Calipatria, California",earthquake
2013-11-23T20:26:15.400Z,44.8155,-111.017,9.5,2.5,Ml,,129.6,0.05389892,0.13,uu,uu60045852,2013-11-25T17:19:03.973Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-23T20:23:48.600Z,44.8143,-111.0225,10.1,2.9,Ml,,126,0.05389892,0.14,uu,uu60045842,2013-11-25T17:07:38.851Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-23T20:23:30.700Z,33.0348,-116.4278,4.9,1.9,Ml,56,46.8,0.14373045,0.25,ci,ci11394410,2013-11-23T20:34:03.940Z,"16km ESE of Julian, California",earthquake
2013-11-23T20:10:03.400Z,44.8148,-111.0145,10,1.4,Ml,,140.4,0.05389892,0.14,uu,uu60045832,2013-11-25T16:59:13.731Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-23T20:08:04.300Z,33.7675,-116.6325,12.4,1.5,Ml,25,115.2,0.08084838,0.62,ci,ci11394378,2013-11-23T20:10:42.292Z,"8km ENE of Idyllwild, California",earthquake
2013-11-23T20:08:03.300Z,33.6987,-116.8153,17.6,1.5,Ml,47,28.8,0.07186522,0.23,ci,ci11394370,2013-11-23T20:19:24.270Z,"9km SE of Valle Vista, California",earthquake
2013-11-23T20:01:04.000Z,44.817,-111.0143,9.7,2.5,Ml,,129.6,0.05389892,0.13,uu,uu60045822,2013-11-25T16:49:58.638Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-23T19:49:56.700Z,44.8185,-111.0102,9.2,1.3,Ml,,144,0.06288207,0.1,uu,uu60045812,2013-11-25T17:57:59.393Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-23T19:44:52.500Z,44.8183,-111.0123,10.8,1.6,Ml,,100.8,0.06288207,0.14,uu,uu60045807,2013-11-25T17:47:39.293Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-23T19:41:57.700Z,44.8145,-111.015,9.9,2,Ml,,115.2,0.05389892,0.15,uu,uu60045797,2013-11-25T17:24:14.039Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-23T19:41:33.000Z,44.8107,-111.0153,9,1.2,Ml,,126,0.05389892,0.11,uu,uu60045802,2013-11-25T17:12:18.896Z,"17km NNE of West Yellowstone, Montana",earthquake
2013-11-23T19:35:58.700Z,33.0348,-116.4295,4.9,2.1,Ml,66,32.4,0.14373045,0.23,ci,ci11394362,2013-11-23T19:47:03.630Z,"16km ESE of Julian, California",earthquake
2013-11-23T19:15:50.700Z,38.8103,-122.8152,2.1,1,Md,,100.8,0.00898315,0.03,nc,nc72108650,2013-11-25T23:29:17.960Z,"6km NW of The Geysers, California",earthquake
2013-11-23T19:11:41.000Z,61.9327,-150.3964,77.8,1.8,ml,,,,0.88,ak,ak10869212,2013-11-23T19:24:13.371Z,"28km NW of Willow, Alaska",earthquake
2013-11-23T19:00:55.500Z,44.8168,-111.0143,8.6,1.5,Ml,,115.2,0.05389892,0.12,uu,uu60045792,2013-11-25T17:00:53.773Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-23T19:00:01.000Z,57.7417,-155.3501,37.8,2.2,Ml,,,,1.29,ak,ak10869210,2013-11-23T19:10:32.474Z,"84km WNW of Larsen Bay, Alaska",earthquake
2013-11-23T18:52:36.400Z,33.3028,-117.21,5.6,1.5,Ml,13,226.8,0.16169675,0.28,ci,ci11394354,2013-11-23T18:55:26.849Z,"2km NE of Bonsall, California",earthquake
2013-11-23T18:47:50.000Z,60.7813,-146.619,19.4,2,Ml,,,,0.93,ak,ak10869198,2013-11-23T18:56:08.406Z,"41km SSW of Valdez, Alaska",earthquake
2013-11-23T18:42:10.730Z,42.5986,143.8103,78.13,4.7,mb,,124,0.758,0.71,us,usb000l58v,2013-11-24T02:44:39.009Z,"60km SE of Obihiro, Japan",earthquake
2013-11-23T18:09:59.700Z,36.497,-121.0745,4.2,1.4,Md,,133.2,0.00898315,0.01,nc,nc72108635,2013-11-25T23:29:22.345Z,"23km ENE of Soledad, California",earthquake
2013-11-23T18:09:51.300Z,38.7648,-122.8557,11.7,1.4,Md,,298.8,0.04491576,0.05,nc,nc72108630,2013-11-25T23:29:52.406Z,"8km W of The Geysers, California",earthquake
2013-11-23T17:53:55.500Z,44.8108,-111.0155,10.1,1.7,Ml,,111.6,0.05389892,0.15,uu,uu60045777,2013-11-25T16:47:18.605Z,"17km NNE of West Yellowstone, Montana",earthquake
2013-11-23T16:57:49.500Z,44.8147,-111.0118,9.7,1.3,Ml,,140.4,0.05389892,0.08,uu,uu60045767,2013-11-25T16:35:58.501Z,"18km NNE of West Yellowstone, Montana",earthquake
2013-11-23T16:26:42.410Z,42.2718,142.5892,56.92,4.6,mb,,74,0.494,0.67,us,usb000l57g,2013-11-24T00:29:13.788Z,"19km ESE of Shizunai, Japan",earthquake
2013-11-23T16:15:31.400Z,38.8825,-122.739,4.2,1,Md,,158.4,0.08084838,0.1,nc,nc72108605,2013-11-25T23:29:52.403Z,"6km NNW of Cobb, California",earthquake
2013-11-23T16:02:26.800Z,38.8138,-122.819,2.9,1.4,Md,,79.2,0.00898315,0.04,nc,nc72108600,2013-11-25T23:30:07.750Z,"6km NW of The Geysers, California",earthquake
2013-11-23T16:01:28.800Z,37.7767,-121.9403,7.6,2.9,Md,,54,0.08983153,0.07,nc,nc72108595,2013-11-26T05:46:42.593Z,"3km E of San Ramon, California",earthquake
2013-11-23T15:56:17.000Z,64.4338,-148.4377,17.3,1.3,ml,,,,0.36,ak,ak10868873,2013-11-23T16:08:36.462Z,"36km ESE of North Nenana, Alaska",earthquake
2013-11-23T15:55:23.800Z,33.931,-116.7887,19.6,1.2,Ml,39,54,0.09881468,0.14,ci,ci11394338,2013-11-23T16:05:56.750Z,"1km N of Cabazon, California",earthquake
